Commit SHA, Java File, Old function signature, New function signature 
88d3cc6c43edba8ff66581312cb5e30e47097bbc,AbstractStepDefinitionContainer.java,AbstractStepDefinitionContainer<T>::addHumanStep( String name , String assignee , boolean initiator),AbstractStepDefinitionContainer<T>::addHumanStep( String id , String name , String assignee , boolean initiator)
88d3cc6c43edba8ff66581312cb5e30e47097bbc,AbstractStepDefinitionContainer.java,AbstractStepDefinitionContainer<T>::addHumanStep( String name , String assignee , boolean initiator),AbstractStepDefinitionContainer<T>::addHumanStep( String id , String name , String assignee , boolean initiator)
88d3cc6c43edba8ff66581312cb5e30e47097bbc,AbstractStepDefinitionContainer.java,AbstractStepDefinitionContainer<T>::addHumanStep( String name , String assignee , boolean initiator),AbstractStepDefinitionContainer<T>::addHumanStep( String id , String name , String assignee , boolean initiator)
a28b0af2f2693b7443b84badf58d1898315a0159,ActivitiProducer.java,ActivitiProducer::ActivitiProducer( ActivitiEndpoint endpoint , RuntimeService runtimeService),ActivitiProducer::ActivitiProducer( ActivitiEndpoint endpoint , RuntimeService runtimeService , long timeout , long timeResolution)
efab6f096cd3bcf0e3362f69e8132564979cc18f,DefinitionsRootExport.java,DefinitionsRootExport::writeRootElement( BpmnModel model , XMLStreamWriter xtw),DefinitionsRootExport::writeRootElement( BpmnModel model , XMLStreamWriter xtw , String encoding)
0ac8a671f2537b3858e3d0f179b4efc64b6e6bae,PropertyReference.java,PropertyReference::PropertyReference( String propertyName),PropertyReference::PropertyReference( String propertyName , String additionalProperties)
0ac8a671f2537b3858e3d0f179b4efc64b6e6bae,PropertyReference.java,PropertyReference::PropertyReference( String propertyName),PropertyReference::PropertyReference( String propertyName , String additionalProperties)
d517ce60a59e5dc014a33bb023acef94f2073a6f,ProcessStartingBeanPostProcessor.java,ProcessStartingBeanPostProcessor::ProcessStartingBeanPostProcessor(),ProcessStartingBeanPostProcessor::ProcessStartingBeanPostProcessor( ProcessEngine processEngine , SharedProcessInstanceHolder sharedProcessInstanceHolder)
d517ce60a59e5dc014a33bb023acef94f2073a6f,ProcessStartingMethodInterceptor.java,ProcessStartingMethodInterceptor::ProcessStartingMethodInterceptor( ProcessEngine processEngine , ParameterNameDiscoverer parameterNameDiscoverer),ProcessStartingMethodInterceptor::ProcessStartingMethodInterceptor( ParameterNameDiscoverer parameterNameDiscoverer , SharedProcessInstanceHolder sharedProcessInstanceHolder , ProcessEngine processEngine)
d517ce60a59e5dc014a33bb023acef94f2073a6f,ProcessStartingPointcutAdvisor.java,ProcessStartingPointcutAdvisor::ProcessStartingPointcutAdvisor( ProcessEngine pe),ProcessStartingPointcutAdvisor::ProcessStartingPointcutAdvisor( ProcessEngine pe , SharedProcessInstanceHolder sharedProcessInstanceHolder)
d5689f53432a2b8d3d84fbdbf76da7f9aba16884,BpmnXMLUtil.java,BpmnXMLUtil::writeCustomAttributes( Collection<List<ExtensionAttribute>> attributes , XMLStreamWriter xtw , List<ExtensionAttribute> ... blackLists),BpmnXMLUtil::writeCustomAttributes( Collection<List<ExtensionAttribute>> attributes , XMLStreamWriter xtw , Map<String,String> namespaceMap , List<ExtensionAttribute> ... blackLists)
d5689f53432a2b8d3d84fbdbf76da7f9aba16884,BpmnXMLUtil.java,BpmnXMLUtil::writeCustomAttributes( Collection<List<ExtensionAttribute>> attributes , XMLStreamWriter xtw , List<ExtensionAttribute> ... blackLists),BpmnXMLUtil::writeCustomAttributes( Collection<List<ExtensionAttribute>> attributes , XMLStreamWriter xtw , Map<String,String> namespaceMap , List<ExtensionAttribute> ... blackLists)
9a14a0a6d33d0fbe7c1aa42a22d5b85602da02dd,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::DefaultProcessDiagramCanvas( int width , int height , int minX , int minY),DefaultProcessDiagramCanvas::DefaultProcessDiagramCanvas( int width , int height , int minX , int minY , String imageType)
9a14a0a6d33d0fbe7c1aa42a22d5b85602da02dd,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::DefaultProcessDiagramCanvas( int width , int height , int minX , int minY),DefaultProcessDiagramCanvas::DefaultProcessDiagramCanvas( int width , int height , int minX , int minY , String imageType)
9a14a0a6d33d0fbe7c1aa42a22d5b85602da02dd,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::initialize(),DefaultProcessDiagramCanvas::initialize( String imageType)
9a14a0a6d33d0fbe7c1aa42a22d5b85602da02dd,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawCatchingEvent( int x , int y , int width , int height , boolean isInterrupting , BufferedImage image),DefaultProcessDiagramCanvas::drawCatchingEvent( int x , int y , int width , int height , boolean isInterrupting , BufferedImage image , String eventType)
9a14a0a6d33d0fbe7c1aa42a22d5b85602da02dd,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateProcessDiagram( BpmnModel bpmnModel , List<String> highLightedActivities , List<String> highLightedFlows , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateProcessDiagram( BpmnModel bpmnModel , String imageType , List<String> highLightedActivities , List<String> highLightedFlows , String activityFontName , String labelFontName , ClassLoader customClassLoader)
9a14a0a6d33d0fbe7c1aa42a22d5b85602da02dd,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::initProcessDiagramCanvas( BpmnModel bpmnModel , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::initProcessDiagramCanvas( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawSequenceflow( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , boolean highLighted),DefaultProcessDiagramCanvas::drawSequenceflow( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , boolean highLighted , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawSequenceflow( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , boolean highLighted),DefaultProcessDiagramCanvas::drawSequenceflow( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , boolean highLighted , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawAssociation( int [ ] xPoints , int [ ] yPoints , AssociationDirection associationDirection , boolean highLighted),DefaultProcessDiagramCanvas::drawAssociation( int [ ] xPoints , int [ ] yPoints , AssociationDirection associationDirection , boolean highLighted , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawSequenceflow( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , boolean highLighted),DefaultProcessDiagramCanvas::drawSequenceflow( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , boolean highLighted , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawConnection( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , String connectionType , AssociationDirection associationDirection , boolean highLighted),DefaultProcessDiagramCanvas::drawConnection( int [ ] xPoints , int [ ] yPoints , boolean conditional , boolean isDefault , String connectionType , AssociationDirection associationDirection , boolean highLighted , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawSequenceflowWithoutArrow( int srcX , int srcY , int targetX , int targetY , boolean conditional , boolean highLighted),DefaultProcessDiagramCanvas::drawSequenceflowWithoutArrow( int srcX , int srcY , int targetX , int targetY , boolean conditional , boolean highLighted , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawSequenceflowWithoutArrow( int srcX , int srcY , int targetX , int targetY , boolean conditional , boolean highLighted),DefaultProcessDiagramCanvas::drawSequenceflowWithoutArrow( int srcX , int srcY , int targetX , int targetY , boolean conditional , boolean highLighted , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawArrowHead( Line2D . Double line),DefaultProcessDiagramCanvas::drawArrowHead( Line2D . Double line , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawDefaultSequenceFlowIndicator( Line2D . Double line),DefaultProcessDiagramCanvas::drawDefaultSequenceFlowIndicator( Line2D . Double line , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawConditionalSequenceFlowIndicator( Line2D . Double line),DefaultProcessDiagramCanvas::drawConditionalSequenceFlowIndicator( Line2D . Double line , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawUserTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawUserTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawScriptTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawScriptTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawServiceTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawServiceTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawReceiveTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawReceiveTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawSendTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawSendTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawManualTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawManualTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawBusinessRuleTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawBusinessRuleTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawCamelTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawCamelTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawMuleTask( String name , GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawMuleTask( String name , GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawExpandedSubProcess( String name , GraphicInfo graphicInfo , Boolean isTriggeredByEvent),DefaultProcessDiagramCanvas::drawExpandedSubProcess( String name , GraphicInfo graphicInfo , Boolean isTriggeredByEvent , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawParallelGateway( GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawParallelGateway( GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawExclusiveGateway( GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawExclusiveGateway( GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawInclusiveGateway( GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawInclusiveGateway( GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramCanvas.java,DefaultProcessDiagramCanvas::drawEventBasedGateway( GraphicInfo graphicInfo),DefaultProcessDiagramCanvas::drawEventBasedGateway( GraphicInfo graphicInfo , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::DefaultProcessDiagramGenerator(),DefaultProcessDiagramGenerator::DefaultProcessDiagramGenerator( final double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::DefaultProcessDiagramGenerator(),DefaultProcessDiagramGenerator::DefaultProcessDiagramGenerator( final double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader),DefaultProcessDiagramGenerator::generateDiagram( BpmnModel bpmnModel , String imageType , String activityFontName , String labelFontName , ClassLoader customClassLoader , double scaleFactor)
ad8db515bcbe90d5ee6095ac7f3ab0cb4b686869,DefaultProcessDiagramGenerator.java,DefaultProcessDiagramGenerator::drawActivity( DefaultProcessDiagramCanvas processDiagramCanvas , BpmnModel bpmnModel , FlowNode flowNode , List<String> highLightedActivities , List<String> highLightedFlows),DefaultProcessDiagramGenerator::drawActivity( DefaultProcessDiagramCanvas processDiagramCanvas , BpmnModel bpmnModel , FlowNode flowNode , List<String> highLightedActivities , List<String> highLightedFlows , double scaleFactor)
8d8e35d6c353b1d3d6870a28bcba414ea4687e64,BpmnXMLConverter.java,BpmnXMLConverter::convertToXML( BpmnModel model),BpmnXMLConverter::convertToXML( BpmnModel model , String encoding)
8d8e35d6c353b1d3d6870a28bcba414ea4687e64,BpmnXMLConverter.java,BpmnXMLConverter::convertToXML( BpmnModel model),BpmnXMLConverter::convertToXML( BpmnModel model , String encoding)
8d8e35d6c353b1d3d6870a28bcba414ea4687e64,BaseStepDefinitionConverter.java,BaseStepDefinitionConverter<U::addSequenceFlow( WorkflowDefinitionConversion conversion , String sourceActivityId , String targetActivityId),BaseStepDefinitionConverter<U::addSequenceFlow( WorkflowDefinitionConversion conversion , String sourceActivityId , String targetActivityId , String condition)
8d8e35d6c353b1d3d6870a28bcba414ea4687e64,BaseStepDefinitionConverter.java,BaseStepDefinitionConverter<U::addSequenceFlow( WorkflowDefinitionConversion conversion , String sourceActivityId , String targetActivityId),BaseStepDefinitionConverter<U::addSequenceFlow( WorkflowDefinitionConversion conversion , String sourceActivityId , String targetActivityId , String condition)
8d8e35d6c353b1d3d6870a28bcba414ea4687e64,BaseStepDefinitionConverter.java,BaseStepDefinitionConverter<U::addSequenceFlow( WorkflowDefinitionConversion conversion , String sourceActivityId , String targetActivityId),BaseStepDefinitionConverter<U::addSequenceFlow( WorkflowDefinitionConversion conversion , String sourceActivityId , String targetActivityId , String condition)
fbe29188de5d34bbf1aed5e814a7bf7c350cb3a1,JtaTransactionInterceptor.java,JtaTransactionInterceptor::doRollback( boolean isNew),JtaTransactionInterceptor::doRollback( boolean isNew , Throwable originalException)
f45c425bcca1750c051e73617d7923f99524d14c,BaseVariableCollectionResource.java,BaseVariableCollectionResource::processVariables( Execution execution , String scope , String serverRootUrl),BaseVariableCollectionResource::processVariables( Execution execution , String scope , int variableType , String serverRootUrl)
f45c425bcca1750c051e73617d7923f99524d14c,BaseVariableCollectionResource.java,BaseVariableCollectionResource::addGlobalVariables( Execution execution , Map<String,RestVariable> variableMap , String serverRootUrl),BaseVariableCollectionResource::addGlobalVariables( Execution execution , int variableType , Map<String,RestVariable> variableMap , String serverRootUrl)
f45c425bcca1750c051e73617d7923f99524d14c,BaseVariableCollectionResource.java,BaseVariableCollectionResource::addLocalVariables( Execution execution , Map<String,RestVariable> variableMap , String serverRootUrl),BaseVariableCollectionResource::addLocalVariables( Execution execution , int variableType , Map<String,RestVariable> variableMap , String serverRootUrl)
f45c425bcca1750c051e73617d7923f99524d14c,ProcessInstanceDiagramResource.java,ProcessInstanceDiagramResource::getProcessInstanceDiagram( @ PathVariable String processInstanceId),ProcessInstanceDiagramResource::getProcessInstanceDiagram( @ PathVariable String processInstanceId , HttpServletResponse response)
f45c425bcca1750c051e73617d7923f99524d14c,ProcessInstanceVariableCollectionResource.java,ProcessInstanceVariableCollectionResource::addGlobalVariables( Execution execution , Map<String,RestVariable> variableMap , String serverRootUrl),ProcessInstanceVariableCollectionResource::addGlobalVariables( Execution execution , int variableType , Map<String,RestVariable> variableMap , String serverRootUrl)
f45c425bcca1750c051e73617d7923f99524d14c,ProcessInstanceVariableCollectionResource.java,ProcessInstanceVariableCollectionResource::addLocalVariables( Execution execution , Map<String,RestVariable> variableMap , String serverRootUrl),ProcessInstanceVariableCollectionResource::addLocalVariables( Execution execution , int variableType , Map<String,RestVariable> variableMap , String serverRootUrl)
bd417dcec1ff4a0a24ebfa3cc99f55ac887477fd,ActivitiProducer.java,ActivitiProducer::startProcess( Exchange exchange),ActivitiProducer::startProcess( Exchange exchange , Map<String,Object> camelReturnVar)
6ecfae6a08168b2c6480792532c4528f2cb579db,Agenda.java,Agenda::planOperation( Runnable operation),Agenda::planOperation( Runnable operation , ExecutionEntity executionEntity)
6ecfae6a08168b2c6480792532c4528f2cb579db,Agenda.java,Agenda::planOperation( Runnable operation),Agenda::planOperation( Runnable operation , ExecutionEntity executionEntity)
cc4523880da657e83489c2f71951290e9aed5682,ProcessExecutionLogger.java,ProcessExecutionLogger::addDebugInfo( DebugInfo debugInfo),ProcessExecutionLogger::addDebugInfo( AbstractDebugInfo debugInfo , boolean generateExecutionTreeRepresentation)
cc4523880da657e83489c2f71951290e9aed5682,ProcessExecutionLogger.java,ProcessExecutionLogger::addDebugInfo( DebugInfo debugInfo),ProcessExecutionLogger::addDebugInfo( AbstractDebugInfo debugInfo , boolean generateExecutionTreeRepresentation)
801fad8440728b7e0cb25de6db5adbc18bb9cf80,AbstractOperation.java,AbstractOperation::executeExecutionListeners( FlowElement flowElement , String eventType),AbstractOperation::executeExecutionListeners( HasExecutionListeners elementWithExecutionListeners , String eventType , boolean ignoreType)
801fad8440728b7e0cb25de6db5adbc18bb9cf80,AbstractOperation.java,AbstractOperation::executeExecutionListeners( FlowElement flowElement , String eventType),AbstractOperation::executeExecutionListeners( HasExecutionListeners elementWithExecutionListeners , String eventType , boolean ignoreType)
ccfb35a4e07e5cee1aa23e4f7e80ac5bc64a734e,DefaultHistoryManager.java,DefaultHistoryManager::findActivityInstance( ExecutionEntity execution),DefaultHistoryManager::findActivityInstance( ExecutionEntity execution , boolean createOnNotFound)
9f4d66c2dbd2b4519c8e3847f3d8cb638c9553d7,TriggerTimerEventJobHandler.java,TriggerTimerEventJobHandler::dispatchExecutionTimeOut( JobEntity timerEntity , ExecutionEntity execution , CommandContext commandContext),TriggerTimerEventJobHandler::dispatchExecutionTimeOut( JobEntity timerEntity , ExecutionEntity execution , List<String> processedElements , CommandContext commandContext)
21aa5c795d0c8a3ca759a291ff885c6e216779b1,DefaultHistoryManager.java,DefaultHistoryManager::findActivityInstance( ExecutionEntity execution , boolean createOnNotFound),DefaultHistoryManager::findActivityInstance( ExecutionEntity execution , String activityId , boolean createOnNotFound)
21aa5c795d0c8a3ca759a291ff885c6e216779b1,DefaultHistoryManager.java,DefaultHistoryManager::findActivityInstance( ExecutionEntity execution , boolean createOnNotFound),DefaultHistoryManager::findActivityInstance( ExecutionEntity execution , String activityId , boolean createOnNotFound)
8dafe946fa4e32791e6961ae9b59ffbbddc9e1f1,DefaultActiviti5CompatibilityHandler.java,DefaultActiviti5CompatibilityHandler::submitTaskFormData( String taskId , Map<String,String> properties),DefaultActiviti5CompatibilityHandler::submitTaskFormData( String taskId , Map<String,String> properties , boolean completeTask)
af931574a69ae151b9a53a47c4b430c9b542f89c,ErrorPropagation.java,ErrorPropagation::mapException( Exception e , ExecutionEntity execution , List<MapExceptionEntry> exceptionMap),ErrorPropagation::mapException( Exception e , ActivityExecution execution , List<MapExceptionEntry> exceptionMap , boolean wrapped)
af931574a69ae151b9a53a47c4b430c9b542f89c,ErrorPropagation.java,ErrorPropagation::mapException( Exception e , ExecutionEntity execution , List<MapExceptionEntry> exceptionMap),ErrorPropagation::mapException( Exception e , ActivityExecution execution , List<MapExceptionEntry> exceptionMap , boolean wrapped)
